年,月,日,時,気温(℃),風速(m/s),風速(m/s),降水量(mm),降水量(mm)
2019,2,5,5,5.8,2.0,北,0,1
2019,2,5,6,5.6,2.2,北北東,0,1
2019,2,5,7,5.6,2.8,北北西,0,1
2019,2,5,8,6.0,1.9,北東,0,1
2019,2,5,9,5.9,2.6,北北東,0,1
2019,2,5,10,7.0,1.3,北西,0,1
2019,2,5,11,7.8,1.3,西,0,1
2019,2,5,12,7.9,1.9,東南東,0,1
2019,2,5,13,7.8,1.7,南東,0.0,0
2019,2,5,14,8.2,1.5,南南東,0.0,0
2019,2,5,15,8.0,1.6,南南東,0.0,0
2019,2,5,16,8.1,2.0,東南東,0,1
2019,2,5,17,7.6,2.3,南東,0.0,0
2019,2,5,18,7.6,2.3,東南東,0.0,0
2019,2,5,19,6.9,1.7,東南東,0,1
2019,2,5,20,6.1,1.8,東北東,0,1
2019,2,5,21,5.5,1.0,北北西,0,1
2019,2,5,22,6.1,1.8,北西,0,1
2019,2,5,23,6.3,1.1,北北西,0,1
2019,2,5,24,6.5,2.7,北西,0,1
2019,2,6,1,6.6,3.2,北西,0,1
2019,2,6,2,6.0,2.4,北西,0,1
2019,2,6,3,6.1,2.1,北西,0,1
2019,2,6,4,6.1,2.6,北北西,0,1
2019,2,6,5,6.1,2.6,北北西,0,1
2019,2,6,6,6.3,2.7,北北西,0.0,0
2019,2,6,7,5.9,2.9,北北西,0.0,0
2019,2,6,8,4.7,2.2,北北西,0.5,0
2019,2,6,9,4.7,2.0,北北西,0.5,0
2019,2,6,10,4.5,2.3,北北西,1.5,0
2019,2,6,11,4.7,5.4,北西,3.0,0
2019,2,6,12,5.3,3.8,北西,5.5,0
2019,2,6,13,5.9,2.7,北北西,3.0,0
2019,2,6,14,6.6,1.3,北北西,0.5,0
2019,2,6,15,6.8,2.1,南東,0.5,0
2019,2,6,16,7.3,1.6,西南西,0.0,0
2019,2,6,17,6.7,1.8,北西,0,1
2019,2,6,18,6.6,2.0,北北西,0,1
2019,2,6,19,6.0,1.7,北,0,1
2019,2,6,20,5.2,2.4,北西,0,1
2019,2,6,21,5.1,1.0,西北西,0,1
2019,2,6,22,5.4,1.5,北西,0,1
2019,2,6,23,4.5,1.2,南南西,0,1
2019,2,6,24,4.6,0.6,西南西,0,1
2019,2,7,1,4.6,1.9,西南西,0,1
2019,2,7,2,4.4,0.6,南,0,1
2019,2,7,3,4.5,0.5,西南西,0,1
2019,2,7,4,4.5,1.1,南,0,1
2019,2,7,5,4.7,0.7,北西,0,1
2019,2,7,6,4.5,1.4,北北西,0,1
2019,2,7,7,4.3,1.6,北北西,0,1
2019,2,7,8,4.6,1.4,北北西,0,1
2019,2,7,9,6.0,1.7,北西,0,1
2019,2,7,10,7.8,1.1,西北西,0,1
2019,2,7,11,9.5,1.5,西北西,0,1
2019,2,7,12,11.1,1.8,北,0,1
2019,2,7,13,12.2,2.0,北東,0,1
2019,2,7,14,13.2,2.1,北北西,0,1
2019,2,7,15,14.4,0.7,西北西,0,1
2019,2,7,16,16.2,4.7,南南西,0,1
2019,2,7,17,15.0,4.9,南,0,1
2019,2,7,18,14.5,4.6,南,0,1
2019,2,7,19,13.8,4.0,南,0,1
2019,2,7,20,14.0,5.0,南,0,1
2019,2,7,21,13.8,4.0,南南西,0,1
2019,2,7,22,12.2,2.0,北西,0,1
2019,2,7,23,10.6,1.2,西,0,1
2019,2,7,24,10.5,4.0,北西,0,1
2019,2,8,1,9.0,4.0,北北西,0,1
2019,2,8,2,8.1,2.9,北北西,0,1
2019,2,8,3,7.4,3.4,北北西,0,1
2019,2,8,4,6.8,3.5,北北西,0,1
2019,2,8,5,6.2,3.7,北北西,0,1
2019,2,8,6,5.7,3.7,北北西,0,1
2019,2,8,7,5.2,4.8,北北西,0,1
2019,2,8,8,5.6,4.5,北北西,0,1
2019,2,8,9,6.4,3.2,北北西,0,1
2019,2,8,10,7.0,4.3,北北西,0,1
2019,2,8,11,6.9,4.0,北北西,0,1
2019,2,8,12,7.4,4.3,北北西,0,1
2019,2,8,13,7.1,3.9,北,0,1
2019,2,8,14,6.8,3.9,北北西,0,1
2019,2,8,15,7.0,4.2,北北西,0,1
2019,2,8,16,6.6,3.7,北北西,0,1
2019,2,8,17,6.1,4.7,北西,0,1
2019,2,8,18,5.7,3.5,北北西,0,1
2019,2,8,19,5.1,3.6,北北西,0,1
2019,2,8,20,4.4,3.5,北北西,0,1
2019,2,8,21,4.2,2.3,北北西,0,1
2019,2,8,22,4.0,2.3,北,0,1
2019,2,8,23,3.8,2.8,北,0,1
2019,2,8,24,3.4,4.2,北西,0,1
2019,2,9,1,3.2,4.1,北北西,0,1
2019,2,9,2,2.9,1.7,北,0,1
2019,2,9,3,2.6,1.5,北北東,0,1
2019,2,9,4,2.4,2.9,北,0.0,0
2019,2,9,5,1.6,2.9,北北西,0.0,0
2019,2,9,6,0.1,1.7,北北東,0.0,0
2019,2,9,7,-0.4,2.9,北西,0.5,0
2019,2,9,8,0.1,1.6,北北西,0.0,0
2019,2,9,9,0.0,2.9,北西,0.0,0
2019,2,9,10,0.2,2.4,北,0.0,0
2019,2,9,11,0.0,3.1,北北西,0.5,0
2019,2,9,12,0.3,3.6,北北西,0.5,0
2019,2,9,13,0.7,2.4,北北東,0.0,0
2019,2,9,14,0.7,1.9,北北東,0.0,0
2019,2,9,15,0.6,1.7,北北西,0,1
2019,2,9,16,0.7,3.3,北西,0.0,0
2019,2,9,17,0.3,2.8,北西,0.0,0
2019,2,9,18,0.5,2.6,北西,0.0,0
2019,2,9,19,0.5,2.5,北西,0.0,0
2019,2,9,20,0.6,3.1,北北西,0.0,0
2019,2,9,21,0.5,3.0,北西,0.5,0
2019,2,9,22,0.5,2.7,北,0.0,0
2019,2,9,23,0.6,3.4,北北西,0.0,0
2019,2,9,24,0.3,3.2,北北西,0.0,0
2019,2,10,1,0.3,3.1,北,0.0,0
2019,2,10,2,0.4,3.0,北北東,0.0,0
2019,2,10,3,0.1,3.2,北北東,0,1
2019,2,10,4,-0.2,3.3,北北西,0,1
2019,2,10,5,0.1,2.5,北,0,1
2019,2,10,6,0.4,2.3,北,0,1
2019,2,10,7,-0.5,2.2,北北東,0,1
2019,2,10,8,1.1,1.2,北北西,0,1
2019,2,10,9,3.3,2.6,北北西,0,1
2019,2,10,10,4.6,4.1,北西,0,1
2019,2,10,11,6.2,5.1,北北西,0,1
2019,2,10,12,6.7,3.1,北,0,1
2019,2,10,13,7.2,4.4,北北西,0,1
2019,2,10,14,7.0,3.3,北,0,1
2019,2,10,15,6.8,4.2,北北西,0,1
2019,2,10,16,6.1,3.2,北西,0,1
2019,2,10,17,5.5,2.1,北北西,0,1
2019,2,10,18,5.2,3.7,西北西,0,1
2019,2,10,19,4.6,3.7,西北西,0,1
2019,2,10,20,4.4,2.4,北西,0,1
2019,2,10,21,3.9,3.3,西北西,0,1
2019,2,10,22,3.6,3.0,北西,0,1
2019,2,10,23,3.6,2.4,北東,0,1
2019,2,10,24,3.3,2.2,北東,0,1
2019,2,11,1,3.1,1.6,北北西,0,1
2019,2,11,2,2.8,2.4,北西,0,1
2019,2,11,3,2.6,3.2,北西,0,1
2019,2,11,4,2.5,2.1,北西,0,1
2019,2,11,5,1.5,1.7,北西,0.0,0
2019,2,11,6,0.6,1.4,北,0.0,0
2019,2,11,7,1.1,2.0,北東,0.0,0
2019,2,11,8,1.7,2.5,北西,0.0,0
2019,2,11,9,1.4,1.8,北北西,0.0,0
2019,2,11,10,2.1,1.9,北北東,0.0,0
2019,2,11,11,2.6,1.9,北,0.0,0
2019,2,11,12,3.1,1.5,北,0.0,0
2019,2,11,13,4.0,2.0,北北東,0,1
2019,2,11,14,4.0,2.6,北北東,0,1
2019,2,11,15,4.2,1.8,北東,0,1
2019,2,11,16,4.3,1.4,北,0,1
2019,2,11,17,4.3,1.7,北北東,0,1
2019,2,11,18,4.2,2.2,北西,0,1
2019,2,11,19,4.1,1.0,北北西,0,1
2019,2,11,20,3.9,3.3,北北西,0,1
2019,2,11,21,3.6,1.7,北,0,1
2019,2,11,22,3.9,1.4,北西,0,1
2019,2,11,23,3.9,2.0,北北西,0,1
2019,2,11,24,3.4,2.4,北西,0,1
2019,2,12,1,1.6,1.0,北西,0,1
2019,2,12,2,1.7,1.6,北北西,0,1
2019,2,12,3,2.4,2.4,北北西,0,1
2019,2,12,4,4.2,4.5,北北西,0,1
2019,2,12,5,4.5,4.3,北北西,0,1
2019,2,12,6,4.7,3.8,北北西,0,1
2019,2,12,7,4.5,3.7,北北西,0,1
2019,2,12,8,5.6,3.8,北北西,0,1
2019,2,12,9,7.1,4.1,北北西,0,1
2019,2,12,10,8.1,4.2,北西,0,1
2019,2,12,11,9.3,3.0,北,0,1
2019,2,12,12,10.3,4.0,北北西,0,1
2019,2,12,13,9.3,1.7,北北西,0,1
2019,2,12,14,9.2,1.7,北西,0,1
2019,2,12,15,9.0,1.3,北西,0,1
2019,2,12,16,8.9,1.0,北東,0,1
2019,2,12,17,7.7,0.6,西,0,1
2019,2,12,18,7.9,2.1,北北東,0,1
2019,2,12,19,8.2,1.4,北北東,0,1
2019,2,12,20,6.4,2.6,北西,0,1
2019,2,12,21,5.1,2.6,西北西,0,1
2019,2,12,22,4.9,2.6,北西,0,1
2019,2,12,23,4.4,2.9,北北西,0,1
2019,2,12,24,3.8,3.0,北西,0,1
2019,2,13,1,3.5,2.7,北西,0,1
2019,2,13,2,3.6,2.1,北北西,0,1
2019,2,13,3,3.5,3.0,北北西,0,1
2019,2,13,4,3.5,2.0,北北西,0,1
2019,2,13,5,3.5,1.9,北北西,0,1
2019,2,13,6,3.5,2.7,北西,0,1
2019,2,13,7,3.4,2.1,北西,0,1
2019,2,13,8,3.4,2.8,北北西,0,1
2019,2,13,9,3.8,2.7,北北西,0,1
2019,2,13,10,4.4,1.8,北西,0,1
2019,2,13,11,5.1,3.4,北北西,0,1
2019,2,13,12,5.9,2.6,北北東,0,1
2019,2,13,13,6.5,1.6,北東,0,1
2019,2,13,14,7.3,1.1,南南東,0,1
2019,2,13,15,7.7,1.4,東,0,1
2019,2,13,16,7.1,2.2,東,0,1
2019,2,13,17,6.9,2.3,南南東,0,1
2019,2,13,18,6.9,3.6,南東,0,1
2019,2,13,19,6.4,2.0,南,0,1
2019,2,13,20,5.7,1.3,南南東,0,1
2019,2,13,21,6.1,1.9,北北東,0,1
2019,2,13,22,6.1,1.6,北北東,0.0,0
2019,2,13,23,5.4,2.4,北東,0,1
2019,2,13,24,5.8,2.7,北東,0,1
2019,2,14,1,4.4,2.7,北北西,0,1
2019,2,14,2,3.3,3.9,北北西,0,1
2019,2,14,3,2.8,3.5,北西,0,1
2019,2,14,4,2.8,4.0,北北西,0,1
2019,2,14,5,2.8,4.1,北西,0,1
2019,2,14,6,2.2,3.1,北西,0,1
2019,2,14,7,2.1,4.8,北北西,0,1
2019,2,14,8,2.5,4.2,北北西,0,1
2019,2,14,9,4.6,4.9,北西,0,1
2019,2,14,10,5.2,3.6,北北西,0,1
2019,2,14,11,6.2,3.9,北北西,0,1
2019,2,14,12,7.6,4.4,北西,0,1
2019,2,14,13,7.1,3.6,北北西,0,1
2019,2,14,14,7.9,4.0,北北西,0,1
2019,2,14,15,7.4,3.1,北,0,1
2019,2,14,16,7.4,2.7,北北西,0,1
2019,2,14,17,6.3,3.5,北西,0,1
2019,2,14,18,5.4,4.6,北西,0,1
2019,2,14,19,4.5,5.1,北西,0,1
2019,2,14,20,3.8,5.6,北西,0,1
2019,2,14,21,3.3,2.9,北北西,0,1
2019,2,14,22,2.9,2.9,北北西,0,1
2019,2,14,23,2.5,2.0,北北西,0,1
2019,2,14,24,2.0,3.2,北北西,0,1
2019,2,15,1,2.1,2.2,北北西,0,1
2019,2,15,2,1.0,1.9,北,0,1
2019,2,15,3,0.6,1.6,北北西,0,1
2019,2,15,4,1.3,3.0,北西,0,1
2019,2,15,5,1.0,2.0,北,0,1
2019,2,15,6,0.9,1.9,北西,0,1
2019,2,15,7,1.3,2.0,北東,0,1
2019,2,15,8,1.6,2.3,北西,0,1
2019,2,15,9,2.4,2.6,西北西,0,1
2019,2,15,10,2.8,1.6,北北西,0,1
2019,2,15,11,2.8,1.3,北西,0,1
2019,2,15,12,3.0,1.5,南東,0.0,0
2019,2,15,13,2.9,2.4,東南東,0.0,0
2019,2,15,14,4.2,2.4,東,0,1
2019,2,15,15,4.6,3.2,南東,0,1
2019,2,15,16,5.1,1.0,南東,0,1
2019,2,15,17,5.0,1.2,東北東,0,1
2019,2,15,18,4.4,1.0,北北東,0,1
2019,2,15,19,4.8,1.4,北,0,1
2019,2,15,20,4.0,2.2,北北西,0,1
2019,2,15,21,3.9,1.1,北,0,1
2019,2,15,22,4.1,2.6,北北西,0,1
2019,2,15,23,3.7,1.5,北北東,0,1
2019,2,15,24,3.7,1.0,北西,0,1
